titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,rating
movie,Chinese Kamasutra,Chinese Kamasutra,0,1993,\N,85,"Fantasy,Romance",Joe D'Amato,102,1936,1999,"director,cinematographer,camera_department",Fu Chun,\N,\N,writer,17,75.0,0,6241,HU,BN,42511,3.68
movie,Last Will,Last Will,0,2011,\N,101,"Drama,Thriller",Brent Huff,304,1961,\N,"actor,director,writer",Irmgard Pagan,\N,\N,"producer,writer",9,203.0,0,7166,CY,GW,8868,5.13
tvEpisode,End of the Line,End of the Line,0,1993,\N,\N,"Comedy,Crime,Drama",Bob Mahoney,9,\N,\N,"director,producer,writer",David Martín,\N,\N,writer,15,1.0,1,5393,MA,FJ,3556,5.74
movie,Lose My Self,Vergiss mein Ich,0,2014,\N,95,Drama,Jan Schomburg,207,1976,\N,"director,writer,production_manager",Jan Schomburg,1976,\N,"director,writer,production_manager",16,89.0,0,-1,GH,TJ,19672,5.33
short,The Roommate,The Roommate,0,1989,\N,30,"Comedy,Short",Oley Sassone,6,1952,\N,"cinematographer,producer,director",David DuBos,\N,\N,"writer,director,editor",12,0.0,1,6448,MU,GP,62771,5.97
tvEpisode,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,\N,\N,"Documentary,Talk-Show",Ron Sylvester,68,\N,\N,"director,writer,art_department",Keith Simanton,1965,\N,"writer,director,producer",37,51.0,1,2335,LT,BO,41131,6.25
tvEpisode,Who's Your Daddy?,Who's Your Daddy?,0,2015,\N,21,Comedy,John Putch,69,1961,\N,"director,actor,producer",Erin Cardillo,1977,\N,"actress,writer,producer",17,16.0,1,7104,FK,BL,5951,5.45
tvEpisode,Ghost in the Machine,Ghost in the Machine,0,2015,\N,42,"Crime,Drama,Mystery",Alex Zakrzewski,193,\N,\N,"director,cinematographer,camera_department",Anthony E. Zuiker,1968,\N,"writer,producer,actor",20,129.0,0,8497,CU,CA,23195,5.17
tvMovie,Hotel Babylon,Hotel Babylon,0,2005,\N,44,Drama,Charles Officer,269,\N,\N,"director,actor,writer",Gerry Atwell,\N,\N,writer,13,207.0,0,5802,NL,IM,13290,7.87
movie,Charlotte,Charlotte,0,1981,\N,96,"Biography,Drama,War",Frans Weisz,100,1938,\N,"director,writer,actor",Judith Herzberg,1934,\N,"writer,miscellaneous",9,30.0,1,5548,RS,SC,1033,7.75
movie,Final Girl,Final Girl,0,2015,\N,90,"Action,Thriller",Tyler Shields,11465,1982,\N,"actor,director,writer",Johnny Silver,\N,\N,"producer,director,writer",10,9522.0,1,1921,ST,LC,54751,4.34
movie,Man from Reno,Man from Reno,0,2014,\N,111,"Crime,Drama,Mystery",Dave Boyle,1591,\N,\N,"editor,director,producer",Dave Boyle,\N,\N,"editor,director,producer",13,865.0,0,2601,LR,BH,43438,5.94
movie,The Love Bug,The Love Bug,0,1968,\N,108,"Comedy,Family,Sport",Robert Stevenson,12147,1905,1986,"director,writer,producer",Bill Walsh,1913,1975,"producer,writer,music_department",12,438.0,1,2752,MC,TM,11944,6.11
tvEpisode,Gimme Shelter,Gimme Shelter,0,2012,\N,42,"Comedy,Drama",Peter Lauer,65,\N,\N,"director,producer,writer",Michael Sardo,\N,\N,"producer,writer,miscellaneous",13,37.0,1,7595,EE,RO,62244,6.57
short,Milk,Milk,0,2013,\N,15,"Drama,Short",Vuokko Kunttu,16,\N,\N,"director,actor,writer",Virva Kunttu,\N,\N,"director,actor,writer",4,16.0,1,6003,OM,HR,1557,7.1
tvEpisode,Crazy Love,Crazy Love,0,2009,\N,42,"Comedy,Drama",Bronwen Hughes,124,\N,\N,"director,producer,miscellaneous",Andrew Lenchewski,\N,\N,"writer,producer",10,56.0,1,9860,GI,OM,41894,6.83
tvEpisode,For Love or Money,For Love or Money,0,2001,\N,45,"Crime,Drama,Mystery",Constantine Makris,127,\N,\N,"director,cinematographer,camera_department",Dick Wolf,1946,\N,"writer,producer,miscellaneous",17,13.0,1,-1,KG,PA,35604,7.19
tvEpisode,Shadow of a Doubt,Shadow of a Doubt,0,1991,\N,\N,"Action,Animation",John Grusd,7,\N,\N,"producer,art_director,director",Michael Charles Hill,\N,\N,"producer,miscellaneous,writer",17,7.0,1,999,KH,KN,55162,7.58
movie,All Over Me,All Over Me,0,1997,\N,86,"Crime,Drama,Romance",Alex Sichel,2953,1963,2014,"director,writer,casting_department",Sylvia Sichel,\N,\N,"writer,assistant_director,producer",11,895.0,1,4319,CC,KI,28589,6.22
tvSeries,Smack the Pony,Smack the Pony,0,1999,2003,24,Comedy,Dominic Brigstocke,1510,\N,\N,"director,writer",Rob Adey,\N,\N,writer,14,1123.0,1,-1,RS,DK,35133,7.71
movie,Identification of a Woman,Identificazione di una donna,0,1982,\N,130,"Drama,Romance",Michelangelo Antonioni,2246,1912,2007,"writer,director,editor",Michelangelo Antonioni,1912,2007,"writer,director,editor",28,532.0,0,4906,RO,TM,42409,6.8
movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1939,\N,113,"Adventure,History,Romance",James Whale,1278,1889,1957,"director,miscellaneous,writer",Alexandre Dumas,1802,1870,"writer,soundtrack",24,742.0,1,207,GW,UG,47802,7.31
movie,One Way Trip,One Way Trip,0,2011,\N,85,Horror,Markus Welter,554,1968,\N,"director,editor,writer",Matthias Bauer,\N,\N,"writer,producer,director",12,550.0,1,-1,ZA,MN,54823,4.34
movie,Things Change,Things Change,0,1988,\N,100,"Comedy,Crime,Drama",David Mamet,2791,1947,\N,"writer,producer,director",David Mamet,1947,\N,"writer,producer,director",13,2767.0,0,3449,UM,SV,59206,7.22
movie,Chameli,Chameli,0,2003,\N,108,Drama,Sudhir Mishra,1648,\N,\N,"writer,director,actor",Anant Balani,1962,2003,"director,writer,producer",7,306.0,1,6297,NL,GF,42327,7.34
tvEpisode,Critical Mass,Critical Mass,0,2005,\N,44,"Action,Adventure,Drama",Andy Mikita,565,\N,\N,"producer,assistant_director,director",Brad Wright,1961,\N,"writer,producer,miscellaneous",13,377.0,0,4165,UA,TZ,52219,3.49
movie,The Bridge,The Bridge,0,2006,\N,94,"Documentary,Drama",Eric Steel,10248,\N,\N,"producer,director,camera_department",Tad Friend,\N,\N,writer,10,3192.0,1,-1,MM,RO,16276,6.62
tvEpisode,Betrayal,Betrayal,0,1980,\N,46,"Romance,Western",Mel Stuart,5,1928,2012,"producer,director,writer",David Dortort,1916,2010,"producer,writer,miscellaneous",8,1.0,1,5903,BI,SY,37969,7.31
movie,Confession,Confession,0,2005,\N,90,"Drama,Thriller",Jonathan Meyers,436,1981,\N,"writer,visual_effects,producer",Jonathan Meyers,1981,\N,"writer,visual_effects,producer",10,380.0,0,-1,CZ,BW,47354,6.82
movie,Fiona,Hardcore,0,1977,\N,80,"Adventure,Biography,Comedy",James Kenelm Clarke,170,1941,\N,"soundtrack,producer,director",James Kenelm Clarke,1941,\N,"soundtrack,producer,director",8,144.0,0,7423,RS,MT,41126,5.13
tvSeries,Red Garden,Redo gâden,0,2006,\N,\N,"Animation,Drama,Horror",Kou Matsuo,141,\N,\N,"art_department,director,sound_department",Tomohiro Yamashita,\N,\N,writer,10,1.0,0,2096,TD,AM,31563,6.65
tvEpisode,Wine and Roses,Wine and Roses,0,2006,\N,\N,"Comedy,Crime,Drama",Gerry Mill,8,\N,\N,"director,producer,miscellaneous",John Flanagan,1947,\N,"actor,writer",14,6.0,0,5901,KY,EH,42010,7.8
tvEpisode,Part 1,Part 1,0,2004,\N,51,Drama,Tom Vaughan,21,1969,\N,"director,writer",Andrew Davies,1936,\N,"writer,producer,miscellaneous",6,8.0,0,3139,SA,WF,62092,7.84
tvSeries,Canaan,Canaan,0,2009,\N,\N,"Action,Animation,Comedy",Masahiro Andô,451,1967,\N,"director,art_department,animation_department",Gracie P. Aylward,1977,2012,"writer,actress,director",6,282.0,1,443,PR,BN,12381,6.9
movie,1001 Arabian Nights,1001 Arabian Nights,0,1959,\N,75,"Animation,Fantasy",Jack Kinney,220,1909,1992,"director,producer,writer",Czenzi Ormonde,1906,2004,writer,19,43.0,1,-1,UZ,QA,27377,6.42
movie,A Simple Heart,Un coeur simple,0,2008,\N,105,Drama,Marion Laine,295,\N,\N,"actress,director,writer",Marion Laine,\N,\N,"actress,director,writer",15,238.0,0,8623,CO,MH,18441,7.09
movie,Delta,Delta,0,2008,\N,92,Drama,Kornél Mundruczó,1413,1975,\N,"actor,director,writer",Yvette Biro,1930,\N,"miscellaneous,writer",5,356.0,1,4762,BR,PK,12024,6.36
short,Le divorce,Le divorce,0,2008,\N,40,"Romance,Short",Manouchka Kelly Labouba,12,\N,\N,"camera_department,director,writer",Manouchka Kelly Labouba,\N,\N,"camera_department,director,writer",10,10.0,0,7421,MA,BD,15314,5.71
movie,Harodim,Harodim,0,2012,\N,90,Thriller,Paul Finelli,440,\N,\N,"writer,producer,director",Paul Finelli,\N,\N,"writer,producer,director",7,344.0,1,2954,DM,SV,6745,6.68
movie,11/11/11,11/11/11,0,2011,\N,81,"Comedy,Romance",Peter Macaluso,15,1988,\N,"director,producer,writer",Peter Macaluso,1988,\N,"director,producer,writer",8,3.0,1,6046,PW,GE,47277,2.41
movie,Pirates of Treasure Island,Pirates of Treasure Island,0,2006,\N,85,"Action,Adventure",Leigh Scott,925,1972,\N,"producer,writer,director",Carlos De Los Rios,\N,\N,"writer,producer,actor",26,545.0,1,2760,SX,SD,59989,2.41
short,The Appointment,The Appointment,0,1991,\N,39,"Drama,Short",Rich Christiano,87,1956,\N,"producer,writer,director",Rich Christiano,1956,\N,"producer,writer,director",15,13.0,0,-1,SD,MH,24464,7.11
movie,Silent Movie,Silent Movie,0,1976,\N,87,Comedy,Mel Brooks,14362,1926,\N,"actor,writer,soundtrack",Mel Brooks,1926,\N,"actor,writer,soundtrack",12,8202.0,0,3930,GP,HU,60494,7.21
movie,The Last Gang,Le dernier gang,0,2007,\N,125,Crime,Ariel Zeitoun,551,1949,\N,"producer,director,writer",Daniel Saint-Hamont,\N,\N,"writer,actor",15,383.0,0,5080,JE,PA,12369,6.45
movie,Cassadaga,Cassadaga,0,2011,\N,108,"Horror,Thriller",Anthony DiBlasi,3018,\N,\N,"director,producer,writer",Bruce Wood,\N,\N,"writer,producer,director",9,1368.0,0,8274,LT,MW,38379,5.29
tvEpisode,Vendetta,Vendetta,0,1964,\N,60,"Action,Drama,War",John Peyser,35,1916,2002,"director,producer,writer",Ron Bishop,1921,1988,"writer,miscellaneous",8,22.0,0,5933,KI,NZ,3309,4.76
tvEpisode,Ambushed,Ambushed,0,2011,\N,\N,Drama,Ian Barry,7,\N,\N,"director,editor,writer",Michaeley O'Brien,\N,\N,"writer,miscellaneous,producer",8,3.0,0,7598,SH,SX,6689,4.33
tvEpisode,Scherben,Scherben,0,2008,\N,\N,"Drama,Family",Wolfgang Frank,6,1964,2012,"director,actor,miscellaneous",Irene Fischer,1959,\N,"actress,writer,soundtrack",8,0.0,0,-1,TG,HU,54162,6.81
movie,Fast Food,Fast Food,0,1999,\N,99,\N,Stewart Sugg,199,\N,\N,"director,writer,producer",Stewart Sugg,\N,\N,"director,writer,producer",9,11.0,1,9335,PS,LB,42432,6.52
movie,Hotel,Hotell,0,2013,\N,97,Drama,Lisa Langseth,1999,\N,\N,"writer,director",Lisa Langseth,\N,\N,"writer,director",6,1292.0,1,-1,LA,TL,2924,6.35
movie,Boy Meets Girl,Boy Meets Girl,0,1984,\N,100,"Drama,Romance",Leos Carax,2407,1960,\N,"director,actor,writer",Leos Carax,1960,\N,"director,actor,writer",14,842.0,0,6086,TC,MQ,21480,7.59
tvEpisode,Spain,Spain,0,2013,\N,43,Documentary,Tom Vitale,69,\N,\N,"producer,director,editorial_department",Anthony Bourdain,1956,2018,"producer,writer,miscellaneous",5,15.0,1,7092,ID,MX,15590,6.08
tvEpisode,The Fugitive,The Fugitive,0,1987,\N,\N,Comedy,Alan Rafkin,12,1928,2001,"director,producer,actor",Alan Zweibel,1950,\N,"writer,producer,actor",12,10.0,0,2803,GU,GS,42551,7.89
short,The Blue Umbrella,The Blue Umbrella,0,2013,\N,7,"Animation,Family,Fantasy",Saschka Unseld,7085,\N,\N,"producer,director,animation_department",Saschka Unseld,\N,\N,"producer,director,animation_department",17,2293.0,1,7686,MG,HT,2204,7.84
tvEpisode,Jim Gaffigan,Jim Gaffigan,0,2000,\N,30,"Comedy,Documentary",Paul Miller,180,\N,\N,"director,producer,miscellaneous",Jim Gaffigan,1966,\N,"actor,writer,producer",12,105.0,0,1314,MS,BQ,46571,6.07
tvEpisode,The Morning After,The Morning After,0,2013,\N,44,"Drama,Romance,Thriller",Christopher Misiano,151,\N,\N,"producer,director,camera_department",K.J. Steinberg,\N,\N,"producer,writer,actress",17,104.0,0,6431,SR,KM,55247,6.43
tvEpisode,Blackout,Blackout,0,2001,\N,92,"Crime,Drama",Nina Grosse,7,1958,\N,"director,writer,actress",Christina Sothmann,\N,\N,writer,8,6.0,0,8557,HK,DJ,21568,5.6
movie,Requiem,Requiem,0,1986,\N,45,Drama,Sjef Lagro,17,\N,\N,"director,writer",Sjef Lagro,\N,\N,"director,writer",7,10.0,1,-1,JO,CM,3566,6.68
movie,Miles from Home,Miles from Home,0,1988,\N,108,"Action,Crime,Drama",Gary Sinise,1170,1955,\N,"actor,producer,director",Chris Gerolmo,\N,\N,"writer,music_department,producer",15,951.0,1,4383,UM,MM,5480,6.19
movie,My Boyfriend's Back,My Boyfriend's Back,0,1993,\N,85,"Comedy,Fantasy,Horror",Bob Balaban,3835,1945,\N,"actor,director,producer",Dean Lorey,1967,\N,"producer,writer,director",19,958.0,0,317,KM,TR,52407,5.57
movie,Samurai Princess,Samurai purinsesu: Gedô-hime,0,2009,\N,82,"Action,Horror",Kengo Kaji,795,\N,\N,"writer,director,producer",Sôtarô Hayashi,\N,\N,writer,28,591.0,0,8569,LT,MS,37966,5.76
video,Batman Beyond,Batman Beyond,0,2013,\N,20,"Animation,Short",Matthew Baamonde,8,\N,\N,"music_department,composer,editor",Matthew Baamonde,\N,\N,"music_department,composer,editor",13,0.0,0,6120,TN,MX,5508,7.42
short,The Little Match Seller,The Little Match Seller,0,1902,\N,3,"Drama,Short",James Williamson,233,1855,1933,"director,cinematographer,writer",Hans Christian Andersen,1805,1875,"writer,soundtrack",23,229.0,0,-1,ID,LA,57229,6.52
tvSeries,Stella,Stella,0,2012,\N,60,"Comedy,Drama",Susan Tully,1399,1967,\N,"actress,director,producer",Ruth Jones,1966,\N,"actress,writer,producer",6,619.0,1,268,GT,RW,7130,7.37
tvEpisode,No Good Deed,No Good Deed,0,2001,\N,\N,"Crime,Drama,Mystery",J. Miller Tobin,10,\N,\N,"director,assistant_director,producer",David Milch,1945,\N,"writer,producer,miscellaneous",12,2.0,0,1532,BM,SE,23790,5.26
tvEpisode,Opening Night,Opening Night,0,2015,\N,46,"Action,Crime,Horror",Robert Rodriguez,307,1968,\N,"producer,writer,director",Robert Rodriguez,1968,\N,"producer,writer,director",13,21.0,1,729,BW,LA,34971,7.87
tvEpisode,Game,Game,0,2005,\N,42,"Crime,Drama,Mystery",David Platt,307,\N,\N,"sound_department,director,producer",Dick Wolf,1946,\N,"writer,producer,miscellaneous",4,59.0,0,6738,GA,GT,56000,8.26
movie,Two of a Kind,Two of a Kind,0,1983,\N,88,"Comedy,Fantasy,Romance",John Herzfeld,3498,\N,\N,"writer,director,actor",John Herzfeld,\N,\N,"writer,director,actor",13,1011.0,0,9241,RS,BG,31322,6.91
tvSeries,Rokka -Braves of the Six Flowers-,Rokka no Yuusha,0,2015,\N,24,"Action,Adventure,Animation",Katsuya Shigehara,942,\N,\N,"animation_department,director,assistant_director",Tatsuhiko Urahata,\N,\N,"writer,miscellaneous,composer",15,505.0,0,7121,MF,QA,3464,6.87
tvEpisode,Hercules,Hercules,0,1993,\N,\N,"Comedy,Sci-Fi",Kevin Murphy,230,1956,\N,"writer,actor,soundtrack",Joel Hodgson,1960,\N,"writer,music_department,actor",8,53.0,1,327,TW,IE,18826,6.0
video,Magic Gift of the Snowman,Magic Gift of the Snowman,0,1995,\N,47,"Animation,Family",Takashi,114,\N,2015,"animation_department,art_director,production_designer",Lawrence H. Hartstein,\N,\N,"writer,miscellaneous",25,39.0,0,691,SM,BB,33158,7.08
tvEpisode,Scorched Earth,Scorched Earth,0,2000,\N,43,"Action,Drama,Mystery",J. Miles Dale,20,\N,\N,"producer,production_manager,director",Gene Roddenberry,1921,1991,"writer,producer,miscellaneous",14,10.0,1,6104,SL,SB,34311,4.49
movie,Touch of Evil,Touch of Evil,0,1958,\N,95,"Crime,Drama,Film-Noir",Orson Welles,88952,1915,1985,"actor,director,writer",Orson Welles,1915,1985,"actor,director,writer",13,56509.0,0,1271,AF,AX,6796,7.03
tvEpisode,The Sniper,The Sniper,0,1957,\N,30,"Action,Crime,Drama",Jack Herzberg,18,1916,1992,"producer,director,production_manager",Bob Mitchell,1918,1992,"writer,actor",10,8.0,0,7658,LT,BM,17588,6.4
video,Road Trip: Beer Pong,Road Trip: Beer Pong,0,2009,\N,95,Comedy,Steve Rash,10488,\N,\N,director,Brad Riddell,\N,\N,"writer,producer,director",20,3453.0,1,4668,NF,BS,42402,5.09
movie,Vendetta,Vendetta,0,1986,\N,89,"Action,Drama",Bruce Logan,180,\N,\N,"cinematographer,visual_effects,producer",Emil Farkas,\N,\N,"stunts,actor,writer",8,85.0,0,2916,BM,BZ,35759,4.76
tvEpisode,Sister Act,Sister Act,0,2012,\N,22,Comedy,Andy Cadiff,43,\N,\N,"director,producer,cinematographer",Mark Reisman,\N,\N,"producer,writer,miscellaneous",10,19.0,0,1608,VI,MC,27110,7.1
movie,Swades,"Swades: We, the People",0,2004,\N,210,Drama,Ashutosh Gowariker,71235,1964,\N,"writer,actor,producer",M.G. Sathya,\N,\N,"writer,producer,production_manager",22,45667.0,0,8270,SX,SC,37550,7.77
tvEpisode,Wild Wild West,Wild Wild West,0,2016,\N,28,Comedy,Doug Walker,53,1981,\N,"writer,producer,editor",Doug Walker,1981,\N,"writer,producer,editor",14,37.0,0,7250,GA,ML,60735,6.84
tvMovie,Der plötzliche Reichtum der armen Leute von Kombach,Der plötzliche Reichtum der armen Leute von Kombach,0,1971,\N,102,Drama,Volker Schlöndorff,220,1939,\N,"director,writer,producer",Volker Schlöndorff,1939,\N,"director,writer,producer",51,48.0,0,6668,MR,TO,17367,7.38
short,The Bridge,The Bridge,0,1929,\N,10,"Drama,Short",Charles Vidor,138,1900,1959,"director,writer,producer",Ambrose Bierce,1842,1914,writer,10,68.0,1,2931,SL,GF,37556,6.62
tvEpisode,Airborne,Airborne,0,2017,\N,15,"Drama,Horror,Mystery",Robert Uncles,7,\N,\N,"visual_effects,producer,director",Matt Johnson,\N,\N,"writer,producer,director",8,6.0,1,35,HK,CX,34158,3.59
short,The Passenger,The Passenger,0,2015,\N,\N,"Horror,Short",Vick Krishna,7,\N,\N,"editor,actor,director",Vick Krishna,\N,\N,"editor,actor,director",13,7.0,1,-1,AR,AM,17200,7.19
video,Lego Star Wars: Revenge of the Brick,Lego Star Wars: Revenge of the Brick,0,2005,\N,5,"Animation,Comedy,Sci-Fi",Mark Hamill,214,1951,\N,"actor,producer,soundtrack",Daniel Lipkowitz,\N,\N,writer,36,157.0,0,-1,SS,VC,36121,5.85
tvEpisode,Tabula Rasa,Tabula Rasa,0,2016,\N,42,"Crime,Drama",Dennie Gordon,93,1953,\N,"director,producer,writer",Clyde Phillips,\N,\N,"producer,writer,miscellaneous",11,4.0,1,8440,LU,PE,41759,7.56
movie,White Tiger,White Tiger,0,1923,\N,86,"Crime,Drama,Mystery",Tod Browning,89,1880,1962,"director,actor,writer",Tod Browning,1880,1962,"director,actor,writer",11,34.0,1,8490,DJ,GP,59043,5.96
tvEpisode,From Beyond,From Beyond,0,2012,\N,4,Documentary,James Rolfe,12,1980,\N,"writer,producer,director",Mike Matei,\N,\N,"producer,editor,visual_effects",11,2.0,1,227,BY,JO,9779,6.71
movie,The Queens,Le fate,0,1966,\N,114,Comedy,Mario Monicelli,177,1915,2010,"writer,director,assistant_director",Suso Cecchi D'Amico,1914,2010,"writer,actress,miscellaneous",7,171.0,0,2467,MN,AR,6562,7.39
short,Way,Way,0,2007,\N,13,"Animation,Short",Elizabeth Pasieczny,7,\N,\N,"producer,director,writer",Elizabeth Pasieczny,\N,\N,"producer,director,writer",3,5.0,0,8348,CV,MR,57042,7.57
tvSeries,Franklin & Bash,Franklin & Bash,0,2011,2014,60,"Comedy,Crime",Jason Ensler,12448,1970,\N,"producer,director,actor",Bill Chais,\N,\N,"producer,writer,miscellaneous",15,587.0,1,91,KR,MU,61064,7.45
tvEpisode,Dungeons & Dragons,Dungeons & Dragons,0,2015,\N,\N,"Comedy,Talk-Show",Doug Walker,5,1981,\N,"writer,producer,editor",Doug Walker,1981,\N,"writer,producer,editor",18,2.0,0,591,PA,KE,38471,5.85
movie,Amor Estranho Amor,Amor Estranho Amor,0,1982,\N,97,Drama,Walter Hugo Khouri,781,1929,2003,"director,writer,producer",Walter Hugo Khouri,1929,2003,"director,writer,producer",18,81.0,1,-1,CL,UZ,4089,5.85
tvEpisode,Officer Down,Officer Down,0,2010,\N,43,"Crime,Drama",Ralph Hemecker,349,\N,\N,"miscellaneous,director,producer",Robin Green,\N,\N,"writer,producer,miscellaneous",12,256.0,1,3356,CX,MM,27322,5.7
movie,Xtinction: Predator X,Alligator X,0,2014,\N,90,"Horror,Sci-Fi,Thriller",Amir Valinia,639,\N,\N,"director,cinematographer,producer",George Michael Kostuch,1969,\N,"producer,production_manager,actor",11,113.0,1,-1,PA,SS,7937,4.38
movie,Cromwell,Cromwell,0,2008,\N,70,"Drama,Horror",Jonathan Anderson,14,\N,\N,"director,writer,cinematographer",Jonathan Anderson,\N,\N,"director,writer,cinematographer",8,1.0,0,7428,SE,RU,56838,7.44
movie,The Thin Man,The Thin Man,0,2015,\N,79,"Drama,Horror,Mystery",Dylan Redshaw,44,\N,\N,"actor,director,writer",Bayden Ray Redshaw,\N,\N,"director,actor,producer",12,27.0,1,2662,UM,MV,14549,7.2
movie,Terminal,Terminal,0,2018,\N,95,"Crime,Drama,Thriller",Vaughn Stein,9474,\N,\N,"assistant_director,miscellaneous,director",Vaughn Stein,\N,\N,"assistant_director,miscellaneous,director",8,9276.0,0,2101,UM,UM,7490,8.07
video,Whistleblower,Whistleblower,1,2016,\N,105,"Adult,Drama,Thriller",Paula Newman,10,\N,\N,"director,writer,producer",Paula Newman,\N,\N,"director,writer,producer",13,6.0,1,1505,CN,EH,52845,6.85
short,Moonlight,Moonlight,0,2008,\N,10,"Family,Short",Tom Reilly,6,\N,\N,"director,producer,writer",Tom Reilly,\N,\N,"director,producer,writer",9,4.0,0,-1,YT,BV,3711,6.15
movie,Cannibal,Cannibal,0,2010,\N,90,"Horror,Romance,Thriller",Benjamin Viré,189,1980,\N,"director,editor,writer",Benjamin Viré,1980,\N,"director,editor,writer",8,76.0,0,6476,MV,FJ,9357,3.54
tvEpisode,Hunters,Hunters,0,1999,\N,60,"Crime,Drama,Mystery",Richard Dobbs,124,\N,\N,"camera_department,director,cinematographer",Dick Wolf,1946,\N,"writer,producer,miscellaneous",7,38.0,0,3481,ML,AI,55781,5.08
tvEpisode,A Few Good Men,A Few Good Men,0,1991,\N,\N,"Comedy,Family",Michael Lembeck,13,1948,\N,"director,actor,producer",John G. Stephens,\N,\N,"production_manager,producer,writer",14,10.0,0,2867,CU,RS,3811,7.81
short,Inferno,Inferno,0,2014,\N,16,"Drama,Short",Wolfgang Baumgartner,6,\N,\N,"director,writer,cinematographer",Wolfgang Baumgartner,\N,\N,"director,writer,cinematographer",7,3.0,0,8621,ZA,TG,61673,6.34
tvEpisode,Soft Target,Soft Target,0,2005,\N,60,"Crime,Drama,Mystery",Andy Wolk,190,\N,\N,"director,writer,producer",Nicolas Falacci,\N,\N,"writer,producer,director",11,126.0,0,-1,AS,CD,16621,5.39
short,Wasted,Wasted,0,2013,\N,32,"Comedy,Drama,Short",Cathy Brady,8,\N,\N,"director,writer,producer",Cathy Brady,\N,\N,"director,writer,producer",6,5.0,0,5837,FO,VN,49192,6.06
movie,Le Plaisir,Le plaisir,0,1952,\N,97,"Comedy,Drama,Romance",Max Ophüls,3551,1902,1957,"director,writer,producer",Guy de Maupassant,1850,1893,writer,10,93.0,0,7388,BV,MK,58951,7.16
tvEpisode,Demons,Demons,0,2004,\N,\N,"Documentary,Horror",Renny Bartlett,6,\N,\N,"director,producer,writer",Renny Bartlett,\N,\N,"director,producer,writer",6,1.0,1,8034,IT,MD,49200,6.27
tvEpisode,Annabelle,Annabelle,0,1979,\N,60,"Drama,Family,Romance",William F. Claxton,144,1914,1996,"director,producer,editor",Blanche Hanalis,1915,1992,"writer,miscellaneous",9,72.0,1,8443,BQ,VI,21921,5.74
movie,The Grind,The Grind,0,2012,\N,85,"Crime,Thriller",Rishi Opel,282,\N,\N,"producer,writer,director",Rishi Opel,\N,\N,"producer,writer,director",9,23.0,0,425,VA,EE,30219,4.93
tvEpisode,Escape from New York,Escape from New York,0,1997,\N,\N,"Comedy,Drama",Jeff Melman,40,\N,\N,"director,producer,assistant_director",David Angell,1946,2001,"writer,producer,miscellaneous",20,18.0,1,-1,TW,GQ,62659,7.05
movie,Boy Meets Girl,Boy Meets Girl,0,1938,\N,86,Comedy,Lloyd Bacon,485,1889,1955,"director,actor,writer",Bella Spewack,1899,1990,writer,14,396.0,1,9539,IS,AE,54821,7.59
tvEpisode,New Girl,New Girl,0,2002,\N,\N,"Comedy,Drama,Family",David Skynner,7,\N,\N,"director,writer,assistant_director",Laura Summers,\N,\N,"writer,visual_effects,editor",8,2.0,1,6611,FK,MC,51149,7.62
tvEpisode,Hitman,Hitman,0,2002,\N,60,"Crime,Drama,Mystery",Richard Dobbs,124,\N,\N,"camera_department,director,cinematographer",Dick Wolf,1946,\N,"writer,producer,miscellaneous",6,93.0,0,5776,CU,AM,18593,5.83
tvEpisode,The Gunrunner,The Gunrunner,0,1971,\N,51,"Crime,Drama,Mystery",Anton Leader,56,1913,1988,"director,production_manager,producer",Leonard Freeman,1920,1974,"writer,producer,actor",13,36.0,1,-1,BD,NF,54846,5.1
tvMovie,Komodo vs. Cobra,Komodo vs. Cobra,0,2005,\N,94,"Action,Adventure,Horror",Jim Wynorski,1781,1950,\N,"director,writer,producer",William Langlois,\N,\N,"location_management,actor,writer",16,1084.0,0,117,CO,HM,59447,2.8
movie,Not Forgotten,Not Forgotten,0,2009,\N,96,"Horror,Thriller",Dror Soref,2354,\N,\N,"director,producer,writer",Tomás Romero,\N,\N,"writer,producer",13,1210.0,0,9195,WF,AF,32428,5.74
tvEpisode,Monster Squad,Monster Squad,0,2014,\N,32,Comedy,Doug Walker,50,1981,\N,"writer,producer,editor",Doug Walker,1981,\N,"writer,producer,editor",13,25.0,0,-1,PL,MQ,44859,5.77
movie,The Wolf of Wall Street,The Wolf of Wall Street,0,1929,\N,\N,Drama,Rowland V. Lee,27,1891,1975,"director,writer,producer",Doris Anderson,1897,1971,writer,23,13.0,0,-1,NA,LU,25829,7.84
tvSeries,The Booth at the End,The Booth at the End,0,2011,\N,30,"Drama,Mystery",Jessica Landaw,3562,\N,\N,"director,editor,editorial_department",Christopher Kubasik,1963,\N,"writer,actor,director",20,2395.0,0,6771,BR,CK,45048,7.74
